worker_id,assignment_id,uniqueid,pid,datetime,trial_id,jitter,exp_duration,loc_x,loc_y,n_shown,color,n_guess,rt
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717959209,754831,4,50,500,-52.2783615926,121.263461736,B,1,1,394
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717959209,754831,4,50,500,-40.4818708269,-18.7936485571,B,1,1,394
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717959209,754831,4,50,500,-110.056800302,-24.3980329409,B,1,1,394
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717959209,754831,4,50,500,-127.307458322,-8.55593301717,B,1,1,394
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717959209,754831,4,50,500,-13.131725116,-62.7892415176,B,1,1,394
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717959209,754831,4,50,500,-32.9916806908,-74.9157239165,B,1,1,394
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717959209,754831,4,50,500,-66.7663110672,-116.092574896,B,1,1,394
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717959209,754831,4,50,500,25.2247865712,-22.2751257281,B,1,1,394
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717959209,754831,4,50,500,31.9542782638,-77.5693944829,R,1,1,394
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717959209,754831,4,50,500,91.3108788,-149.953541142,B,1,1,394
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717960820,754831,5,50,500,66.8225702486,-18.7409950406,B,1,1,356
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717960820,754831,5,50,500,75.9236332626,-6.5286429101,B,1,1,356
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717960820,754831,5,50,500,139.429790242,-3.0994033599,B,1,1,356
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717960821,754831,5,50,500,29.3361525971,56.3261197442,B,1,1,356
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717960821,754831,5,50,500,66.8254465499,83.330343628,R,1,1,356
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717960821,754831,5,50,500,65.2904985316,130.841574303,B,1,1,356
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717960821,754831,5,50,500,-20.7256294927,48.5531817465,B,1,1,356
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717960822,754831,5,50,500,-30.3132061895,65.618739591,B,1,1,356
debugG5S3a,debugeteaA,debugG5S3a:debugeteaA,1546717960822,754831,5,50,500,-69.5594106917,124.470417563,B,1,1,356
